CustomerID,Age,Income,Gender_Male,Gender_Unspecified,EducationLevel_Bachelor's Degree,EducationLevel_High School,EducationLevel_Master's Degree,EducationLevel_PhD,label
CUST01174,61.0,36245.06,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01175,27.0,142002.8,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01176,57.0,69278.47,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01177,36.0,22848.26,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01178,46.0,20018.01,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01179,68.0,125586.48,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01180,45.0,57482.6,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01181,60.0,95267.44,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01182,45.0,84439.04,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01183,34.0,91065.5,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01184,40.0,68504.86,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01185,75.0,128883.25,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01186,20.0,93495.26,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01187,51.0,38435.1,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01188,52.0,42650.13,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01189,21.0,34209.11,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01190,66.0,63823.42,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01191,58.0,39478.19,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01192,56.0,119687.54,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01193,31.0,130284.75,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01194,53.0,85198.51,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01195,57.0,72614.86,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01196,78.0,96618.5,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01197,72.0,83266.57,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01198,53.0,137499.84,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01199,71.0,57859.24,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01200,64.0,114734.81,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01201,24.0,124653.36,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01202,53.0,38725.14,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01203,27.0,66630.06,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01204,55.0,27381.29,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01205,53.0,115205.45,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01206,52.0,23541.34,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01207,35.0,58848.59,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01208,22.0,149107.14,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST01209,28.0,146751.24,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01210,39.0,23344.05,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01211,61.0,29417.49,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01212,22.0,99927.11,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01213,48.0,79235.3,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01214,56.0,71370.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01215,47.0,60130.25,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01216,33.0,117348.64,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01217,40.0,96937.24,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01218,35.0,26483.66,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01219,38.0,39939.16,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01220,64.0,125569.1,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01221,20.0,138918.2,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01222,55.0,86911.38,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01223,67.0,74814.91,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01224,55.0,56904.91,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01225,39.0,128460.76,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01226,55.0,47908.94,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01227,72.0,45380.23,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01228,69.0,128784.27,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01229,60.0,118966.11,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01230,27.0,34797.24,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01231,32.0,58818.71,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01232,60.0,36726.67,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST01233,62.0,95499.02,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01234,69.0,30699.2,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01235,74.0,90452.28,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01236,32.0,103900.25,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01237,35.0,86827.39,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01238,63.0,117239.64,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01239,62.0,125397.08,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01240,64.0,138164.18,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01241,63.0,89286.92,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01242,59.0,56434.98,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST01243,25.0,76006.05,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01244,38.0,84916.47,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01245,39.0,91645.37,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01246,23.0,86603.96,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01247,46.0,26656.31,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01248,24.0,21610.09,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01249,55.0,94652.92,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01250,32.0,59093.27,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01251,33.0,33730.92,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01252,52.0,93456.98,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01253,25.0,127352.46,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01254,72.0,125468.31,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01255,59.0,29550.16,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01256,69.0,66890.94,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01257,61.0,140084.91,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01258,45.0,83337.8,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01259,80.0,76945.45,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01260,51.0,146978.6,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01261,40.0,31110.86,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01262,50.0,109835.62,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01263,27.0,91134.56,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01264,25.0,98813.83,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01265,32.0,72714.01,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01266,24.0,125213.66,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01267,62.0,78197.13,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01268,26.0,104006.81,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01269,56.0,41754.8,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01270,50.0,136399.69,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01271,33.0,54373.03,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01272,51.0,43396.36,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01273,76.0,146501.9,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01274,73.0,71739.37,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01275,52.0,91523.59,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01276,19.0,125816.81,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01277,31.0,24021.18,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01278,47.0,50522.03,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01279,40.0,26413.56,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01280,34.0,53787.47,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01281,71.0,25602.57,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01282,65.0,54927.66,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01283,39.0,104931.31,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01284,53.0,60473.33,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST01285,52.0,97100.5,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01286,32.0,22440.06,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01287,44.0,61110.79,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01288,46.0,58546.88,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01289,51.0,93741.51,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01290,64.0,87702.58,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01291,57.0,111836.11,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01292,40.0,138564.2,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01293,80.0,111169.94,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01294,41.0,121276.32,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01295,48.0,89497.36,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01296,46.0,127813.97,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01297,43.0,117765.31,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01298,67.0,87835.83,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01299,67.0,148700.47,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01300,73.0,143151.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01301,33.0,56071.57,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01302,38.0,52159.38,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01303,39.0,28789.48,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01304,73.0,88142.13,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST01305,51.0,112040.17,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01306,69.0,142674.4,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01307,48.0,130201.8,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01308,40.0,111785.83,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01309,44.0,80774.9,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01310,56.0,78511.04,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01311,21.0,47502.77,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01312,69.0,138554.62,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01313,39.0,45802.54,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01314,18.0,107033.87,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01315,75.0,60266.11,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01316,44.0,74503.31,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01317,37.0,126486.61,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01318,55.0,26275.16,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01319,25.0,23401.05,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01320,49.0,118926.94,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01321,57.0,68734.54,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01322,48.0,132395.41,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01323,43.0,30479.56,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01324,45.0,61364.37,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01325,60.0,123843.43,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01326,42.0,75899.24,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01327,32.0,84699.67,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01328,20.0,86043.63,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01329,26.0,78956.66,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01330,64.0,118077.54,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01331,78.0,38030.66,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01332,68.0,113927.14,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01333,44.0,51248.49,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01334,49.0,91667.06,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01335,67.0,84032.6,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01336,25.0,24700.34,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01337,37.0,109299.36,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01338,50.0,75823.16,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01339,49.0,106725.41,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01340,61.0,95777.9,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01341,34.0,22336.16,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01342,25.0,57993.5,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01343,32.0,83183.11,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01344,38.0,80876.93,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01345,34.0,76711.84,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01346,48.0,101525.87,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01347,39.0,135095.26,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01348,42.0,22475.61,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01349,80.0,99532.07,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01350,40.0,72456.09,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01351,35.0,36475.26,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01352,40.0,94291.7,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01353,71.0,130903.83,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01354,75.0,36489.49,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01355,58.0,121758.99,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01356,61.0,96026.39,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01357,31.0,54243.89,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01358,61.0,22432.61,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01359,53.0,78649.66,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01360,36.0,23066.07,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01361,75.0,141829.72,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01362,72.0,75976.61,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01363,76.0,26458.17,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01364,35.0,111107.12,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01365,20.0,39488.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01366,45.0,144095.89,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01367,70.0,145270.36,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01368,44.0,115215.71,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01369,65.0,32463.67,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01370,42.0,84673.48,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01371,66.0,104644.56,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01372,57.0,139207.94,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01373,53.0,79707.21,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01374,72.0,34354.38,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01375,39.0,131400.25,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01376,30.0,131568.12,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01377,52.0,140500.91,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01378,64.0,130364.41,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01379,74.0,20081.12,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01380,63.0,27209.63,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01381,22.0,66870.33,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01382,43.0,61332.01,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01383,19.0,106599.18,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01384,29.0,61738.44,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01385,37.0,20599.64,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01386,28.0,45718.02,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01387,69.0,95656.1,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01388,68.0,147034.28,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01389,40.0,125679.52,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01390,61.0,25226.17,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01391,20.0,64196.41,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01392,66.0,40966.49,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01393,60.0,34558.48,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01394,72.0,87905.71,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01395,35.0,57218.31,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01396,69.0,90406.56,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01397,29.0,62645.47,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01398,43.0,29504.54,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01399,46.0,81814.69,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01400,29.0,99620.34,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01401,69.0,86313.16,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01402,25.0,102290.04,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01403,50.0,102693.78,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01404,32.0,45947.13,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST01405,47.0,100138.14,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01406,50.0,89190.8,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01407,18.0,148205.8,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01408,70.0,54179.79,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01409,23.0,83595.35,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01410,54.0,43144.53,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01411,78.0,33077.23,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01412,31.0,25367.31,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01413,78.0,142087.67,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST01414,62.0,135786.67,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST01415,36.0,113387.23,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01416,37.0,75834.16,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01417,18.0,67330.96,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01418,70.0,37569.23,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01419,53.0,51070.5,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01420,56.0,38266.62,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01421,73.0,78559.71,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01422,37.0,37619.23,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01423,45.0,139869.79,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01424,26.0,104547.74,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01425,27.0,135167.16,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01426,20.0,63744.28,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01427,50.0,115300.02,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01428,79.0,78808.5,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01429,32.0,23168.22,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01430,49.0,92326.65,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01431,56.0,72081.79,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST01432,42.0,118053.23,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01433,56.0,30058.66,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01434,77.0,62215.44,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01435,54.0,108056.24,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01436,34.0,50750.33,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01437,40.0,33026.52,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST01438,35.0,99848.14,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST01439,53.0,95467.36,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01440,41.0,94983.23,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01441,27.0,117841.44,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01442,54.0,73381.08,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01443,72.0,123213.74,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01444,29.0,121617.9,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01445,27.0,82744.26,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01446,65.0,64272.0,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01447,77.0,149196.13,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01448,28.0,126352.19,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01449,49.0,130748.14,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01450,50.0,89175.1,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01451,53.0,51186.69,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01452,28.0,71890.19,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01453,30.0,80541.15,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01454,55.0,77839.02,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01455,36.0,21456.54,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01456,62.0,41278.0,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01457,51.0,110293.79,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01458,38.0,80911.47,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01459,80.0,73259.49,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST01460,75.0,62119.89,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01461,24.0,79591.82,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01462,53.0,95709.95,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01463,49.0,130814.78,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01464,44.0,35785.78,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01465,58.0,65588.52,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01466,66.0,127212.65,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01467,40.0,134294.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST01468,79.0,73623.53,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01469,68.0,94675.21,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01470,41.0,20642.89,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01471,32.0,43472.3,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01472,80.0,136511.9,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01473,52.0,23920.98,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST01474,28.0,43420.27,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01475,80.0,41141.41,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST01476,28.0,49443.7,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST01477,53.0,45344.61,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST01478,76.0,96357.45,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01479,35.0,75022.86,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST01480,78.0,129835.27,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01481,45.0,58032.16,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST01482,61.0,137978.41,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01483,58.0,56917.13,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01484,57.0,54912.37,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01485,26.0,112126.37,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01486,74.0,84141.61,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST01487,22.0,140493.92,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01488,53.0,51897.58,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01489,35.0,41562.28,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST01490,33.0,141180.64,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01491,63.0,75961.92,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01492,72.0,76976.15,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST01493,80.0,72732.18,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01494,46.0,31094.76,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01495,30.0,93823.33,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST01496,66.0,84573.83,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST01497,26.0,103441.01,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01498,37.0,51323.36,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST01499,31.0,84730.04,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST01500,74.0,60366.69,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01501,38.0,137610.95,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST01502,71.0,112174.4,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01503,25.0,31834.68,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST01504,80.0,37269.9,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST01505,74.0,141371.07,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST01506,40.0,56072.29,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST01507,18.0,93409.53,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST01508,37.0,127403.08,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST01509,63.0,38738.33,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST01510,27.0,140800.01,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST01511,74.0,54186.5,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST01512,64.0,28941.69,1.0,0.0,0.0,0.0,0.0,1.0,0
