CustomerID,Age,Income,LoanApproved,Gender_Male,Gender_Unspecified,EducationLevel_Bachelors_Degree,EducationLevel_High_School,EducationLevel_Masters_Degree,EducationLevel_PhD
CUST01212,22.0,99927.11,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01213,48.0,79235.3,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01214,56.0,71370.0,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01215,47.0,60130.25,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01216,33.0,117348.64,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01217,40.0,96937.24,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01218,35.0,26483.66,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01219,38.0,39939.16,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01220,64.0,125569.1,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01221,20.0,138918.2,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01222,55.0,86911.38,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01223,67.0,74814.91,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01224,55.0,56904.91,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01225,39.0,128460.76,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01226,55.0,47908.94,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01227,72.0,45380.23,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01228,69.0,128784.27,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01229,60.0,118966.11,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01230,27.0,34797.24,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01231,32.0,58818.71,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01232,60.0,36726.67,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST01233,62.0,95499.02,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01234,69.0,30699.2,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01235,74.0,90452.28,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01236,32.0,103900.25,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01237,35.0,86827.39,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01238,63.0,117239.64,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01239,62.0,125397.08,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01240,64.0,138164.18,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01241,63.0,89286.92,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01242,59.0,56434.98,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST01243,25.0,76006.05,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01244,38.0,84916.47,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01245,39.0,91645.37,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01246,23.0,86603.96,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01247,46.0,26656.31,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01248,24.0,21610.09,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01249,55.0,94652.92,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01250,32.0,59093.27,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01251,33.0,33730.92,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01252,52.0,93456.98,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01253,25.0,127352.46,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01254,72.0,125468.31,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01255,59.0,29550.16,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01256,69.0,66890.94,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01257,61.0,140084.91,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01258,45.0,83337.8,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01259,80.0,76945.45,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01260,51.0,146978.6,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01261,40.0,31110.86,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01262,50.0,109835.62,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01263,27.0,91134.56,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01264,25.0,98813.83,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01265,32.0,72714.01,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01266,24.0,125213.66,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01267,62.0,78197.13,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01268,26.0,104006.81,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01269,56.0,41754.8,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01270,50.0,136399.69,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01271,33.0,54373.03,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01272,51.0,43396.36,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01273,76.0,146501.9,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01274,73.0,71739.37,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01275,52.0,91523.59,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01276,19.0,125816.81,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01277,31.0,24021.18,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01278,47.0,50522.03,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01279,40.0,26413.56,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01280,34.0,53787.47,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01281,71.0,25602.57,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01282,65.0,54927.66,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01283,39.0,104931.31,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01284,53.0,60473.33,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST01285,52.0,97100.5,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01286,32.0,22440.06,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01287,44.0,61110.79,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01288,46.0,58546.88,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01289,51.0,93741.51,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01290,64.0,87702.58,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01291,57.0,111836.11,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01292,40.0,138564.2,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01293,80.0,111169.94,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01294,41.0,121276.32,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01295,48.0,89497.36,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01296,46.0,127813.97,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01297,43.0,117765.31,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01298,67.0,87835.83,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01299,67.0,148700.47,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01300,73.0,143151.0,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01301,33.0,56071.57,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01302,38.0,52159.38,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01303,39.0,28789.48,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01304,73.0,88142.13,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST01305,51.0,112040.17,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01306,69.0,142674.4,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01307,48.0,130201.8,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01308,40.0,111785.83,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01309,44.0,80774.9,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01310,56.0,78511.04,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01311,21.0,47502.77,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01312,69.0,138554.62,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01313,39.0,45802.54,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01314,18.0,107033.87,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01315,75.0,60266.11,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01316,44.0,74503.31,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01317,37.0,126486.61,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01318,55.0,26275.16,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01319,25.0,23401.05,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01320,49.0,118926.94,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01321,57.0,68734.54,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01322,48.0,132395.41,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01323,43.0,30479.56,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01324,45.0,61364.37,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01325,60.0,123843.43,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01326,42.0,75899.24,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01327,32.0,84699.67,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01328,20.0,86043.63,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01329,26.0,78956.66,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01330,64.0,118077.54,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01331,78.0,38030.66,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01332,68.0,113927.14,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01333,44.0,51248.49,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01334,49.0,91667.06,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01335,67.0,84032.6,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01336,25.0,24700.34,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01337,37.0,109299.36,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01338,50.0,75823.16,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01339,49.0,106725.41,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01340,61.0,95777.9,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01341,34.0,22336.16,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01342,25.0,57993.5,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01343,32.0,83183.11,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01344,38.0,80876.93,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01345,34.0,76711.84,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01346,48.0,101525.87,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01347,39.0,135095.26,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01348,42.0,22475.61,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01349,80.0,99532.07,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01350,40.0,72456.09,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01351,35.0,36475.26,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01352,40.0,94291.7,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01353,71.0,130903.83,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01354,75.0,36489.49,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01355,58.0,121758.99,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01356,61.0,96026.39,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01357,31.0,54243.89,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01358,61.0,22432.61,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01359,53.0,78649.66,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01360,36.0,23066.07,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01361,75.0,141829.72,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01362,72.0,75976.61,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01363,76.0,26458.17,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01364,35.0,111107.12,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01365,20.0,39488.0,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01366,45.0,144095.89,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01367,70.0,145270.36,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01368,44.0,115215.71,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01369,65.0,32463.67,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01370,42.0,84673.48,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01371,66.0,104644.56,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01372,57.0,139207.94,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01373,53.0,79707.21,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01374,72.0,34354.38,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01375,39.0,131400.25,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01376,30.0,131568.12,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01377,52.0,140500.91,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01378,64.0,130364.41,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01379,74.0,20081.12,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01380,63.0,27209.63,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01381,22.0,66870.33,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01382,43.0,61332.01,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01383,19.0,106599.18,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01384,29.0,61738.44,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01385,37.0,20599.64,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01386,28.0,45718.02,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01387,69.0,95656.1,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01388,68.0,147034.28,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01389,40.0,125679.52,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01390,61.0,25226.17,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01391,20.0,64196.41,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01392,66.0,40966.49,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01393,60.0,34558.48,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01394,72.0,87905.71,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01395,35.0,57218.31,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01396,69.0,90406.56,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01397,29.0,62645.47,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01398,43.0,29504.54,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01399,46.0,81814.69,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01400,29.0,99620.34,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01401,69.0,86313.16,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01402,25.0,102290.04,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01403,50.0,102693.78,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01404,32.0,45947.13,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST01405,47.0,100138.14,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01406,50.0,89190.8,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01407,18.0,148205.8,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01408,70.0,54179.79,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01409,23.0,83595.35,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01410,54.0,43144.53,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01411,78.0,33077.23,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01412,31.0,25367.31,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01413,78.0,142087.67,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01414,62.0,135786.67,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01415,36.0,113387.23,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01416,37.0,75834.16,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01417,18.0,67330.96,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01418,70.0,37569.23,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01419,53.0,51070.5,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01420,56.0,38266.62,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01421,73.0,78559.71,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01422,37.0,37619.23,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01423,45.0,139869.79,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01424,26.0,104547.74,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01425,27.0,135167.16,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01426,20.0,63744.28,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01427,50.0,115300.02,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01428,79.0,78808.5,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01429,32.0,23168.22,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01430,49.0,92326.65,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01431,56.0,72081.79,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST01432,42.0,118053.23,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01433,56.0,30058.66,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01434,77.0,62215.44,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01435,54.0,108056.24,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01436,34.0,50750.33,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01437,40.0,33026.52,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01438,35.0,99848.14,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01439,53.0,95467.36,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01440,41.0,94983.23,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01441,27.0,117841.44,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01442,54.0,73381.08,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01443,72.0,123213.74,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01444,29.0,121617.9,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01445,27.0,82744.26,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01446,65.0,64272.0,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01447,77.0,149196.13,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01448,28.0,126352.19,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01449,49.0,130748.14,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01450,50.0,89175.1,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01451,53.0,51186.69,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01452,28.0,71890.19,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01453,30.0,80541.15,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01454,55.0,77839.02,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01455,36.0,21456.54,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01456,62.0,41278.0,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01457,51.0,110293.79,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01458,38.0,80911.47,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01459,80.0,73259.49,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST01460,75.0,62119.89,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01461,24.0,79591.82,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01462,53.0,95709.95,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01463,49.0,130814.78,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01464,44.0,35785.78,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01465,58.0,65588.52,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01466,66.0,127212.65,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01467,40.0,134294.0,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST01468,79.0,73623.53,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01469,68.0,94675.21,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01470,41.0,20642.89,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01471,32.0,43472.3,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01472,80.0,136511.9,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01473,52.0,23920.98,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01474,28.0,43420.27,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01475,80.0,41141.41,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST01476,28.0,49443.7,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01477,53.0,45344.61,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01478,76.0,96357.45,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01479,35.0,75022.86,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01480,78.0,129835.27,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01481,45.0,58032.16,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST01482,61.0,137978.41,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01483,58.0,56917.13,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01484,57.0,54912.37,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01485,26.0,112126.37,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01486,74.0,84141.61,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01487,22.0,140493.92,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01488,53.0,51897.58,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01489,35.0,41562.28,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01490,33.0,141180.64,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01491,63.0,75961.92,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01492,72.0,76976.15,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01493,80.0,72732.18,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01494,46.0,31094.76,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01495,30.0,93823.33,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST01496,66.0,84573.83,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01497,26.0,103441.01,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01498,37.0,51323.36,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST01499,31.0,84730.04,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01500,74.0,60366.69,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01501,38.0,137610.95,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST01502,71.0,112174.4,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01503,25.0,31834.68,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01504,80.0,37269.9,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01505,74.0,141371.07,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01506,40.0,56072.29,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST01507,18.0,93409.53,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01508,37.0,127403.08,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01509,63.0,38738.33,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01510,27.0,140800.01,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST01511,74.0,54186.5,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01512,64.0,28941.69,False,1.0,0.0,0.0,0.0,0.0,1.0
CUST01513,67.0,101637.0,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST01514,79.0,127392.46,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST01515,20.0,44366.09,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01516,72.0,119516.05,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01517,34.0,143485.14,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01518,75.0,62178.48,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST01519,33.0,67775.94,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST01520,72.0,115874.47,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01521,23.0,94006.69,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01522,38.0,43101.35,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01523,22.0,140103.57,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01524,40.0,110255.75,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST01525,73.0,96656.86,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01526,25.0,69240.28,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01527,24.0,136202.13,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST01528,46.0,108474.32,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01529,57.0,91577.75,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST01530,76.0,69690.04,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01531,77.0,90035.04,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST01532,20.0,65513.34,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST01533,74.0,107323.45,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01534,56.0,65858.73,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01535,45.0,130172.62,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST01536,61.0,79869.81,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST01537,66.0,120204.92,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST01538,35.0,119887.61,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST01539,28.0,77240.31,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST01540,30.0,22928.99,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01541,80.0,35991.08,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST01542,51.0,99767.66,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST01543,29.0,60675.38,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01544,32.0,126055.99,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST01545,20.0,93803.17,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST01546,34.0,114189.04,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST01547,19.0,96816.66,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST01548,76.0,142441.4,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST01549,79.0,83523.11,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST01550,28.0,71871.07,False,1.0,0.0,0.0,0.0,0.0,1.0
